cluster_id,subtype_id,subtype_name
1,59,VMH
0,464,LPL
0,12,LIN
0,146,PHH
6,112,SSS
1,231,DBL
1,48,AB
5,186,HST
1,305,TRCR
0,291,TRNS
5,178,SBL
0,163,MSCT
6,100,SAFL
0,62,WBC
1,269,LVL
2,370,GRA
4,5,FLST
5,240,WDMA
3,427,SWRA
0,298,BKSC
3,288,FLCL
3,196,RCD
4,88,CFSM
1,78,TRPN
2,256,WHBT
5,291,TRNS
4,215,CMXR
4,185,BBQ
5,417,GA
3,121,E.1
5,4,TRPA
0,211,LRLR
5,241,RCBC
0,454,SMCO
3,272,GP30
0,419,FCR
3,2,AOBR
5,296,MLPD
3,409,PAH
0,301,CPH
0,386,IFL
0,393,SMH
5,134,ARW
1,208,DBP
6,91,FAR
6,292,MEG
4,349,HDC
2,411,RTRY
3,160,MLAG
3,216,ELCB
4,379,SCIR
5,126,RFG
1,507,ECW
0,503,LBF
1,374,QUE
2,442,CMWR
4,356,HYCY
0,405,BUN
0,447,HTP
5,353,SUC
2,170,SFTY
5,116,FLPS
4,250,VTP
3,98,GPL
3,138,RFRC
2,285,HV3
0,165,CBW
1,199,WPS
2,178,SBL
0,475,AORD
1,440,GRDR
3,292,MEG
4,199,WPS
6,79,CDVP
1,383,LFTG
5,198,CTM
2,250,VTP
3,48,AB
1,102,CUTR
3,222,ELG
2,302,SPD
3,211,LRLR
5,474,TRFB
3,150,EB
0,136,GEN.1
3,93,EA
4,172,TBU
1,320,MLK9
6,19,GPC
4,296,MLPD
5,484,SSAD
6,288,FLCL
0,491,HKSW
3,467,JACK
2,214,CSG
4,111,EXFA
5,324,PLTT
4,339,SSL
2,67,TRTA
5,328,OXYS
1,465,WLDR
0,5,FLST
3,463,WTRB
2,339,SSL
0,418,WL
3,375,CFG
2,496,BCNS
1,284,LGSP
6,110,FKT
0,34,TLT
6,486,GDK
2,156,DRLH
4,257,CMPT
0,273,TLI
2,158,FLTR
0,267,FFI
2,134,ARW
6,227,SSPF
0,210,LBLW
5,77,CDS
3,205,SAW.1
0,11,NSP
3,52,STGR
0,378,TRBC
6,458,HYTK
4,368,LT
2,127,CNBF
6,217,WARM
3,484,SSAD
0,428,PLNR
2,345,CSK
4,177,RP
2,198,CTM
4,192,SA
0,306,CNCS
0,108,CHV
2,427,SWRA
4,210,LBLW
2,333,SST.1
5,13,LCRR
5,287,MEB
5,175,VM 
0,414,SSVC
5,196,RCD
4,13,LCRR
4,180,WRFE
5,418,WL
0,182,TQW
3,470,CNR
1,22,JIB
3,400,SPHE
0,506,HCP
4,164,GL7
5,313,FST
0,191,CGBC
0,105,SBM
3,77,CDS
6,148,ABL
1,347,CCF
3,230,EF
2,88,CFSM
2,368,LT
5,234,AOCH
4,214,CSG
0,489,BLWE
0,189,PSTB
0,312,ER
2,425,PTB
0,403,PGK
1,261,BH
2,73,DU
6,30,CMLN
5,216,ELCB
1,403,PGK
1,186,HST
0,323,FRCS
2,145,PBE
4,348,KB
1,195,PUSL
1,18,GEN.1.1.1
0,274,SNDC
3,198,CTM
5,227,SSPF
0,324,PLTT
3,94,EMV
3,148,ABL
3,488,TQC
6,380,AD.1
3,44,TRFU
0,231,DBL
6,81,HH.1
3,35,AIRC
6,16,CHEP
0,471,WHPR
2,159,TRNC
0,171,MAN
1,122,ATK
5,434,SFLE
3,307,CMPR.1.1
6,34,TLT
6,159,TRNC
0,457,CUU
4,81,HH.1
1,37,SWTS
2,405,BUN
2,34,TLT
5,470,CNR
6,198,CTM
6,123,RDSY
6,320,MLK9
0,380,AD.1
0,159,TRNC
4,394,SWJS
1,33,PBS
2,277,SBIN
5,78,TRPN
0,486,GDK
0,407,WDPC
2,136,GEN.1
3,442,CMWR
6,17,MEC
1,259,SSRG
6,326,SSC
0,179,DRMB
3,311,PFFT
0,79,CDVP
1,401,CPW
2,112,SSS
6,211,LRLR
0,289,GEN.1.1
2,287,MEB
3,99,HTQ
6,481,TBK
6,454,SMCO
0,276,VCCB
5,243,PULG
2,251,ABO
4,219,TW
4,261,BH
6,190,WBRS
0,251,ABO
1,13,LCRR
4,337,TAL
1,154,DSSW
5,400,SPHE
4,149,RCS
0,238,PSF
0,300,CHS
4,137,SDCV
1,107,CUT
4,480,PHDT
3,486,GDK
0,209,VBSX
2,344,VBFX
2,116,FLPS
1,243,PULG
2,309,DG7
3,258,CPS
1,281,EBS
1,346,HYHP.1
6,142,PRK
5,413,OVA
5,108,CHV
2,399,SBV
5,179,DRMB
1,264,CAPS
3,179,DRMB
6,482,MLBK
0,183,DRLS
4,99,HTQ
4,118,FLO
4,42,CHSW
6,421,FTNK
0,279,RTRT
2,332,SF
1,352,PUSM
2,317,VBHF
6,353,SUC
2,160,MLAG
6,261,BH
0,281,EBS
5,99,HTQ
3,243,PULG
5,498,SAWC
0,394,SWJS
2,120,GDE
2,300,CHS
1,74,CMPR
2,140,RSAW
5,48,AB
5,361,LHST
1,237,CCY
5,105,SBM
1,474,TRFB
3,436,TQA
3,331,TEL
2,13,LCRR
1,475,AORD
2,329,E.1.1
6,241,RCBC
0,16,CHEP
0,3,CPHP
5,278,ESC
0,492,LNC
1,66,MSB
4,209,VBSX
0,432,DRIL
3,380,AD.1
1,15,PPBN
6,338,CVNU
6,185,BBQ
0,150,EB
0,170,SFTY
2,19,GPC
6,196,RCD
1,81,HH.1
4,336,MPT
0,250,VTP
4,36,SSRT
0,206,TRYJ
5,219,TW
5,451,CSET
2,36,SSRT
2,418,WL
4,161,CNKB
2,60,RTP
3,312,ER
1,417,GA
4,507,ECW
2,63,URN
5,250,VTP
1,314,NGS
1,32,LCC
1,337,TAL
0,303,JWH
6,5,FLST
5,464,LPL
5,174,SCBR
2,320,MLK9
5,36,SSRT
2,334,SWR
4,30,CMLN
0,15,PPBN
1,322,MLTC
0,343,GRDS
0,376,LHC
2,75,DMFR
4,167,IRFA
2,71,HSJS
3,386,IFL
3,174,SCBR
4,235,EH
3,259,SSRG
4,354,DRLC
6,333,SST.1
5,107,CUT
6,9,SOS
0,242,VSU
6,42,CHSW
1,311,PFFT
3,16,CHEP
6,179,DRMB
3,55,PC
1,182,TQW
4,223,WTRT
0,93,EA
4,74,CMPR
0,469,CVY
2,478,NGUN
1,488,TQC
1,205,SAW.1
6,195,PUSL
3,325,PUSU
6,83,YDS
2,16,CHEP
5,452,NOLT
4,251,ABO
4,90,DLV
5,482,MLBK
4,493,SCRM
6,51,APS
2,50,VBSF
1,137,SDCV
0,348,KB
3,140,RSAW
0,446,QUE.1
2,265,SSPB
0,177,RP
5,408,MCFA
0,426,LMWR
6,126,RFG
0,395,CHA
0,168,KBB
5,6,CHB
4,508,SWFT
0,427,SWRA
1,27,IWR
0,166,GPAC
4,324,PLTT
2,380,AD.1
2,330,DSAW.1
3,329,E.1.1
5,218,NGA
5,210,LBLW
1,408,MCFA
4,321,WRCN
0,56,RMTP
0,440,GRDR
2,126,RFG
6,75,DMFR
1,471,WHPR
3,437,VAN
1,126,RFG
5,447,HTP
1,111,EXFA
1,157,TREQ
0,257,CMPT
0,42,CHSW
3,79,CDVP
4,237,CCY
4,213,MLRH
0,501,GUN
0,353,SUC
1,456,GTR
5,160,MLAG
2,121,E.1
0,196,RCD
3,273,TLI
4,309,DG7
0,420,EXFT
5,34,TLT
0,82,NRU
6,22,JIB
6,402,VEXV
6,90,DLV
1,433,PNTR
3,465,WLDR
2,192,SA
1,128,EVBR
2,389,SB
3,192,SA
6,348,KB
6,349,HDC
5,251,ABO
0,342,SNDB
5,37,SWTS
1,272,GP30
0,200,RAB
1,2,AOBR
2,35,AIRC
0,288,FLCL
6,287,MEB
1,160,MLAG
1,306,CNCS
4,263,WC
1,252,GSP
3,367,ASC
5,395,CHA
1,287,MEB
1,39,DBC
0,142,PRK
5,133,UTE
3,253,HDGE
4,136,GEN.1
5,261,BH
0,10,EHHK
0,173,DRLR
5,266,TM
6,408,MCFA
0,484,SSAD
4,474,TRFB
2,371,EVTI
0,316,HJAW
2,331,TEL
4,269,LVL
2,367,ASC
3,229,LMRK
2,241,RCBC
5,12,LIN
6,248,GSB
6,300,CHS
4,243,PULG
5,252,GSP
6,344,VBFX
0,60,RTP
1,0,DUNI
2,437,VAN
4,310,GRDT
4,7,TPG
2,230,EF
6,199,WPS
2,481,TBK
2,508,SWFT
0,479,WHE
1,203,PHD
1,294,EG
0,195,PUSL
0,326,SSC
1,148,ABL
0,80,CONE
0,99,HTQ
5,483,BRSC
0,33,PBS
4,63,URN
3,133,UTE
3,401,CPW
0,164,GL7
2,142,PRK
4,478,NGUN
2,179,DRMB
6,396,CDST
6,246,VSPP
5,212,SWU
2,296,MLPD
6,467,JACK
3,382,TRSC
4,311,PFFT
2,486,GDK
2,439,TURF
0,193,HCPC
0,445,FTHR
5,203,PHD
1,12,LIN
3,220,STSD
5,111,EXFA
5,93,EA
0,243,PULG
2,164,GL7
3,412,BRDR
3,164,GL7
4,194,WBHD
3,408,MCFA
3,59,VMH
6,210,LBLW
0,458,HYTK
3,88,CFSM
0,424,OVEN
2,301,CPH
6,278,ESC
0,495,SCAT
5,426,LMWR
0,339,SSL
6,50,VBSF
3,250,VTP
2,195,PUSL
3,337,TAL
4,134,ARW
5,438,GAA
1,262,DRIS
0,74,CMPR
1,139,TLJP
1,44,TRFU
0,389,SB
5,220,STSD
0,505,RSDD
2,441,DAJ
5,472,COOL
0,472,COOL
1,342,SNDB
5,425,PTB
6,37,SWTS
5,106,EXTL
6,117,BA
1,60,RTP
3,287,MEB
5,272,GP30
6,140,RSAW
0,22,JIB
6,311,PFFT
1,196,RCD
6,439,TURF
1,164,GL7
1,105,SBM
0,356,HYCY
0,89,SMSC
0,373,RBE
1,482,MLBK
3,330,DSAW.1
5,378,TRBC
6,422,LCT
0,18,GEN.1.1.1
0,406,CPTD
6,329,E.1.1
5,382,TRSC
6,351,NGGF
0,220,STSD
1,121,E.1
0,176,ILPG
0,448,THEO
4,229,LMRK
2,299,WLCS
5,373,RBE
0,412,BRDR
3,339,SSL
4,182,TQW
5,70,IMWR
3,51,APS
0,30,CMLN
2,257,CMPT
2,465,WLDR
1,330,DSAW.1
1,300,CHS
5,294,EG
5,16,CHEP
3,204,SBG
0,152,SPIT
1,439,TURF
1,94,EMV
5,20,TLCR
0,444,SAWH
5,90,DLV
6,0,DUNI
4,451,CSET
1,209,VBSX
4,459,SMPB
4,198,CTM
3,228,TRWC
2,464,LPL
3,419,FCR
2,18,GEN.1.1.1
1,249,VCWD
2,326,SSC
4,298,BKSC
0,263,WC
1,326,SSC
4,108,CHV
6,398,SMOK
4,252,GSP
6,223,WTRT
6,423,FGSH
1,410,R2W
5,150,EB
1,55,PC
4,212,SWU
4,415,WSTE
1,142,PRK
0,246,VSPP
6,70,IMWR
0,397,CML
0,431,CMPR.1.1.1
3,291,TRNS
0,443,GFNG
5,159,TRNC
1,17,MEC
0,463,WTRB
1,378,TRBC
5,149,RCS
3,354,DRLC
0,111,EXFA
1,349,HDC
5,301,CPH
3,378,TRBC
4,362,TRCT
1,470,CNR
0,84,FTZR
3,468,STGP
2,211,LRLR
5,352,PUSM
5,448,THEO
4,33,PBS
0,40,WNCH
2,74,CMPR
4,106,EXTL
4,505,RSDD
3,372,HCPE
1,143,HYPK
2,322,MLTC
3,368,LT
1,369,LSK
5,411,RTRY
3,20,TLCR
5,399,SBV
0,86,DAVT
0,262,DRIS
2,452,NOLT
1,491,HKSW
0,364,FSL
0,160,MLAG
0,137,SDCV
4,345,CSK
4,203,PHD
5,383,LFTG
3,403,PGK
5,333,SST.1
5,468,STGP
4,148,ABL
2,128,EVBR
5,257,CMPT
0,133,UTE
4,446,QUE.1
6,172,TBU
3,376,LHC
2,146,PHH
1,35,AIRC
2,421,FTNK
0,115,RSSD
2,245,SL.1
1,339,SSL
3,345,CSK
3,459,SMPB
0,239,VPC
6,356,HYCY
2,264,CAPS
0,347,CCF
4,132,LDHR
1,483,BRSC
0,51,APS
6,229,LMRK
3,151,HTGN
1,328,OXYS
2,358,QCT
1,197,RPSD
6,368,LT
1,273,TLI
6,29,FTRA
1,5,FLST
5,189,PSTB
0,401,CPW
0,474,TRFB
6,157,TREQ
2,479,WHE
4,482,MLBK
5,259,SSRG
0,25,BCAR
2,490,OSR
0,227,SSPF
1,170,SFTY
2,219,TW
1,460,SFLP
0,218,NGA
3,306,CNCS
5,115,RSSD
5,325,PUSU
3,128,EVBR
0,103,MQPH
5,423,FGSH
0,346,HYHP.1
2,269,LVL
0,497,RSL
5,283,STLK
5,114,TPB
4,470,CNR
3,309,DG7
0,371,EVTI
2,42,CHSW
5,137,SDCV
0,317,VBHF
5,197,RPSD
0,253,HDGE
4,146,PHH
0,204,SBG
5,475,AORD
3,127,CNBF
2,14,VCCL
2,181,RRC
6,33,PBS
0,194,WBHD
2,503,LBF
0,382,TRSC
2,203,PHD
1,34,TLT
3,261,BH
1,445,FTHR
5,140,RSAW
0,36,SSRT
6,63,URN
5,344,VBFX
2,324,PLTT
5,121,E.1
4,463,WTRB
3,348,KB
0,27,IWR
6,209,VBSX
5,142,PRK
2,304,TJB
0,392,HAC
4,218,NGA
5,30,CMLN
2,0,DUNI
4,372,HCPE
4,406,CPTD
4,401,CPW
2,426,LMWR
3,81,HH.1
5,7,TPG
0,415,WSTE
5,79,CDVP
5,118,FLO
3,471,WHPR
1,153,GNDR
3,131,GLL
4,20,TLCR
3,115,RSSD
5,0,DUNI
3,413,OVA
2,70,IMWR
6,289,GEN.1.1
1,151,HTGN
0,260,RSU
1,70,IMWR
3,124,MILD
2,240,WDMA
3,305,TRCR
4,207,MNFD
1,370,GRA
1,175,VM 
0,332,SF
0,398,SMOK
6,437,VAN
0,75,DMFR
2,114,TPB
0,467,JACK
1,443,GFNG
0,272,GP30
0,269,LVL
4,344,VBFX
0,493,SCRM
1,52,STGR
0,438,GAA
0,8,TTEL
0,49,ACPB
0,387,WRWL
5,143,HYPK
4,423,FGSH
6,388,RBB
3,112,SSS
1,176,ILPG
5,33,PBS
0,118,FLO
3,157,TREQ
5,209,VBSX
6,266,TM
3,418,WL
0,487,PIPE
0,124,MILD
0,466,P&C
1,310,GRDT
3,14,VCCL
1,110,FKT
5,356,HYCY
0,488,TQC
0,352,PUSM
3,114,TPB
0,138,RFRC
5,94,EMV
3,388,RBB
0,504,BRP
2,394,SWJS
3,111,EXFA
2,409,PAH
1,379,SCIR
3,425,PTB
5,27,IWR
3,176,ILPG
3,118,FLO
0,90,DLV
2,205,SAW.1
1,113,FWP
1,250,VTP
5,177,RP
4,47,T
4,11,NSP
0,249,VCWD
4,447,HTP
6,38,PFAN
5,19,GPC
2,253,HDGE
1,466,P&C
5,237,CCY
6,469,CVY
6,425,PTB
0,422,LCT
5,442,CMWR
1,253,HDGE
2,468,STGP
1,421,FTNK
4,43,PIPT
0,247,GEN
2,482,MLBK
0,228,TRWC
4,388,RBB
6,258,CPS
4,82,NRU
6,302,SPD
4,471,WHPR
0,17,MEC
5,327,HYDM
1,118,FLO
2,102,CUTR
5,339,SSL
5,376,LHC
4,295,EVB
1,3,CPHP
6,354,DRLC
5,136,GEN.1
5,128,EVBR
5,427,SWRA
5,276,VCCB
0,47,T
2,208,DBP
1,419,FCR
4,247,GEN
1,226,HYWC
0,106,EXTL
0,92,BLO
0,439,TURF
0,59,VMH
2,459,SMPB
0,85,SAWR
0,483,BRSC
6,378,TRBC
0,153,GNDR
2,346,HYHP.1
4,444,SAWH
3,135,SWMC
5,379,SCIR
6,15,PPBN
5,66,MSB
3,490,OSR
3,278,ESC
5,83,YDS
3,285,HV3
2,505,RSDD
2,51,APS
4,418,WL
5,432,DRIL
0,478,NGUN
2,4,TRPA
0,255,CHSL
3,266,TM
0,349,HDC
0,345,CSK
0,112,SSS
2,55,PC
5,345,CSK
0,337,TAL
4,208,DBP
1,351,NGGF
1,141,HYPT
3,241,RCBC
3,161,CNKB
0,284,LGSP
2,149,RCS
4,121,E.1
2,29,FTRA
3,324,PLTT
6,203,PHD
6,310,GRDT
3,214,CSG
3,346,HYHP.1
1,423,FGSH
2,417,GA
2,403,PGK
5,65,SGUN
2,502,TIR
6,346,HYHP.1
4,227,SSPF
2,217,WARM
5,3,CPHP
2,325,PUSU
5,372,HCPE
2,98,GPL
3,149,RCS
0,325,PUSU
1,434,SFLE
6,254,LSSL
3,269,LVL
4,485,RAS
4,176,ILPG
3,208,DBP
0,307,CMPR.1.1
6,474,TRFB
0,186,HST
0,310,GRDT
0,14,VCCL
6,4,TRPA
4,66,MSB
6,498,SAWC
0,416,SSB.1
5,331,TEL
1,100,SAFL
5,151,HTGN
0,2,AOBR
6,45,GRAG
5,326,SSC
6,272,GP30
0,151,HTGN
4,126,RFG
0,77,CDS
6,235,EH
3,283,STLK
0,230,EF
1,185,BBQ
0,295,EVB
6,249,VCWD
5,397,CML
6,136,GEN.1
5,305,TRCR
5,98,GPL
2,132,LDHR
1,276,VCCB
4,246,VSPP
5,15,PPBN
2,400,SPHE
1,380,AD.1
3,227,SSPF
2,401,CPW
2,87,TRTI
1,200,RAB
6,291,TRNS
3,458,HYTK
0,296,MLPD
2,100,SAFL
2,392,HAC
3,34,TLT
5,188,CBC
6,364,FSL
1,235,EH
0,58,SBF
5,332,SF
4,38,PFAN
2,157,TREQ
4,142,PRK
0,224,GP28
5,102,CUTR
6,347,CCF
1,11,NSP
5,5,FLST
2,483,BRSC
5,170,SFTY
6,205,SAW.1
5,386,IFL
2,398,SMOK
4,334,SWR
2,235,EH
1,291,TRNS
1,360,FJC
6,118,FLO
6,463,WTRB
0,143,HYPK
0,114,TPB
0,494,HYFS
0,4,TRPA
1,211,LRLR
6,145,PBE
2,348,KB
2,415,WSTE
6,7,TPG
6,330,DSAW.1
0,404,WWB
3,281,EBS
4,122,ATK
2,94,EMV
6,59,VMH
4,258,CPS
5,299,WLCS
4,60,RTP
4,78,TRPN
0,87,TRTI
1,43,PIPT
5,25,BCAR
1,183,DRLS
0,285,HV3
4,115,RSSD
0,187,TRO.1
3,197,RPSD
3,210,LBLW
0,429,SPDR
1,411,RTRY
3,33,PBS
1,286,ENGH
1,254,LSSL
3,296,MLPD
2,90,DLV
2,373,RBE
0,425,PTB
3,466,P&C
0,460,SFLP
6,373,RBE
1,390,TRAP
3,448,THEO
4,157,TREQ
1,436,TQA
5,10,EHHK
0,240,WDMA
0,41,CBA
4,469,CVY
1,224,GP28
1,451,CSET
5,306,CNCS
1,279,RTRT
5,465,WLDR
5,72,GRNB
1,343,GRDS
6,10,EHHK
5,300,CHS
1,220,STSD
5,311,PFFT
1,312,ER
0,341,WEOV
2,204,SBG
5,100,SAFL
4,412,BRDR
6,299,WLCS
0,354,DRLC
0,175,VM 
6,431,CMPR.1.1.1
3,482,MLBK
3,335,SBB
0,280,PTHT
1,368,LT
4,458,HYTK
5,289,GEN.1.1
0,461,RSLK
6,452,NOLT
0,192,SA
5,269,LVL
2,443,GFNG
0,201,ALB
1,335,SBB
2,305,TRCR
5,508,SWFT
0,217,WARM
4,408,MCFA
6,155,ITC
6,106,EXTL
3,219,TW
0,465,WLDR
6,479,WHE
5,322,MLTC
1,138,RFRC
1,464,LPL
4,375,CFG
0,178,SBL
2,475,AORD
4,19,GPC
2,108,CHV
3,481,TBK
4,220,STSD
5,263,WC
6,149,RCS
1,6,CHB
1,315,HCPU
2,150,EB
3,405,BUN
2,3,CPHP
0,245,SL.1
3,275,ITC.1
2,470,CNR
6,182,TQW
2,218,NGA
6,382,TRSC
0,54,SAWM
6,319,FL
4,52,STGR
1,454,SMCO
2,99,HTQ
4,245,SL.1
0,199,WPS
0,212,SWU
1,216,ELCB
0,320,MLK9
0,23,PPSD
0,37,SWTS
4,271,XIP
3,78,TRPN
5,335,SBB
1,397,CML
6,152,SPIT
6,492,LNC
3,361,LHST
2,310,GRDT
1,8,TTEL
0,282,SBOX
4,350,HRH
1,179,DRMB
1,481,TBK
2,151,HTGN
3,352,PUSM
0,98,GPL
4,457,CUU
3,188,CBC
4,289,GEN.1.1
6,94,EMV
5,35,AIRC
2,215,CMXR
5,446,QUE.1
3,483,BRSC
2,161,CNKB
1,506,HCP
2,123,RDSY
6,87,TRTI
6,192,SA
5,64,CWB
4,178,SBL
6,243,PULG
0,207,MNFD
0,144,MLTR
6,54,SAWM
3,294,EG
6,424,OVEN
0,19,GPC
0,116,FLPS
1,228,TRWC
2,111,EXFA
6,252,GSP
2,96,SPIT.1
3,242,VSU
3,90,DLV
0,184,SDRP
3,457,CUU
0,135,SWMC
0,214,CSG
3,505,RSDD
4,39,DBC
3,17,MEC
1,438,GAA
0,83,YDS
1,117,BA
0,476,RVBT
1,149,RCS
5,60,RTP
4,72,GRNB
1,329,E.1.1
4,254,LSSL
3,203,PHD
5,122,ATK
5,459,SMPB
6,475,AORD
4,101,MER
6,409,PAH
3,439,TURF
6,294,EG
6,66,MSB
2,303,JWH
3,246,VSPP
2,130,CSL
0,248,GSB
2,113,FWP
2,138,RFRC
1,341,WEOV
4,439,TURF
3,66,MSB
5,18,GEN.1.1.1
5,463,WTRB
0,435,SL
3,100,SAFL
3,36,SSRT
6,219,TW
5,183,DRLS
4,378,TRBC
1,88,CFSM
2,154,DSSW
5,95,NBL.1
5,402,VEXV
5,424,OVEN
3,177,RP
4,417,GA
4,195,PUSL
1,229,LMRK
0,223,WTRT
6,455,COW
1,447,HTP
5,443,GFNG
0,81,HH.1
0,477,TTW
0,350,HRH
0,368,LT
6,352,PUSM
4,426,LMWR
4,395,CHA
